CustomerID,Age,Gender,Income_Level,Health_Conscious_Score,Current_Food_Preference,Purchase_Intention,Willingness_To_Pay_INR,Feature_Preference_Taste,Feature_Preference_Freshness,Feature_Preference_Packaging,Feature_Preference_Price,Feature_Preference_Availability,Expected_Repeat_Purchase_Rate,Open_Ended_Feedback,Preferred_Channel,Proximity_to_Store,Channel_Satisfaction,Awareness_Source,Promo_Response,Ad_Recall_Score,Coupon_Usage(%),Brand_Engagement
332,42,Female,Medium,5,Fries/Sides Only,0,249,5,1,4,2,1,0.64,Healthy options would make me visit more often.,Online Order/App,0.98,4,Social Media,Yes,5,84,Medium
333,25,Male,Medium,10,Burgers,1,378,2,5,3,2,5,0.95,Convenience matters more to me than health.,Drive-Thru,1.24,4,In-store Promo,Yes,5,75,Low
334,59,Female,Medium,10,Sandwiches,0,302,2,5,3,4,4,0.43,Great idea if the portions are filling enough.,Dine-In,0.25,1,Social Media,Yes,1,22,Low
335,38,Male,Low,10,Burgers,0,332,5,5,2,3,4,0.24,Healthy options would make me visit more often.,Takeaway Counter,1.38,3,Online Ads,Yes,1,55,High
336,25,Female,Medium,7,Sandwiches,1,183,5,3,2,4,4,0.62,"Price is a concern, salads are usually costly.",Online Order/App,3.61,4,Social Media,No,4,84,Medium
337,52,Other,Medium,9,None,1,203,3,2,5,3,3,0.89,Would try it if there are good dressing options.,Drive-Thru,0.24,1,TV,No,3,94,Medium
338,58,Female,Medium,7,Pizza,0,258,1,4,3,5,1,0.34,Would love a combo with salad instead of fries.,Drive-Thru,4.36,1,Word of Mouth,Yes,5,41,Low
339,60,Female,Medium,7,Pizza,1,270,1,5,4,3,5,0.83,Not sure if a salad fits a fast food place.,Delivery App,0.59,2,Word of Mouth,Yes,3,21,Medium
340,41,Female,Low,2,None,0,179,3,5,4,2,5,0.49,Would love a combo with salad instead of fries.,Drive-Thru,3.62,5,Social Media,No,3,8,Medium
341,51,Female,Medium,6,None,1,333,5,4,5,3,2,0.67,Convenience matters more to me than health.,Delivery App,1.33,5,In-store Promo,No,5,23,High
342,58,Other,Medium,3,Wraps,0,276,4,3,5,4,5,0.57,Would love a combo with salad instead of fries.,Drive-Thru,2.66,3,In-store Promo,Yes,2,95,Medium
343,37,Female,Medium,2,Fries/Sides Only,1,218,3,2,5,2,4,0.65,Great idea if the portions are filling enough.,Drive-Thru,0.83,1,TV,No,3,59,Medium
344,45,Female,Medium,1,Fried Chicken,1,155,3,2,5,2,1,0.6,Would love a combo with salad instead of fries.,Delivery App,3.93,1,Social Media,Yes,3,8,High
345,44,Female,Medium,2,Sandwiches,0,281,2,3,5,1,5,0.53,Packaging needs to keep it fresh till I get home.,Takeaway Counter,4.75,5,Word of Mouth,Yes,1,30,Medium
346,38,Female,High,7,None,0,223,4,4,2,3,4,0.51,Convenience matters more to me than health.,Online Order/App,4.33,1,In-store Promo,Yes,1,40,Medium
347,48,Other,Low,5,None,0,233,3,4,5,1,1,0.37,Would love a combo with salad instead of fries.,Dine-In,1.34,4,Word of Mouth,No,3,87,Low
348,33,Female,Medium,7,Pizza,1,363,2,4,2,4,3,0.95,Packaging needs to keep it fresh till I get home.,Delivery App,3.97,3,Social Media,No,4,60,Medium
349,39,Other,Medium,2,None,1,188,1,2,5,3,4,0.9,Would love a combo with salad instead of fries.,Drive-Thru,3.83,2,In-store Promo,No,2,0,Medium
350,58,Female,Low,2,Burgers,1,239,2,3,3,4,4,0.55,Would love a combo with salad instead of fries.,Dine-In,1.38,5,Word of Mouth,No,2,10,Medium
351,29,Female,High,10,Fried Chicken,1,205,5,4,1,4,2,0.73,"I usually come here for indulgent food, not salads.",Dine-In,0.34,5,In-store Promo,No,2,11,High
352,28,Other,Low,9,Sandwiches,0,378,4,5,2,3,3,0.64,Would love a combo with salad instead of fries.,Delivery App,1.97,4,TV,No,3,93,Medium
353,44,Male,Medium,3,Burgers,1,196,5,2,5,4,1,0.79,I'd love a fresh salad option on the menu.,Delivery App,0.75,3,In-store Promo,No,4,90,Medium
354,56,Female,Low,9,Burgers,1,378,4,5,5,1,1,0.6,"I usually come here for indulgent food, not salads.",Takeaway Counter,3.14,3,In-store Promo,No,2,71,Low
355,29,Female,Low,8,Pizza,0,210,3,4,3,1,3,0.31,I'd love a fresh salad option on the menu.,Dine-In,2.55,3,Word of Mouth,No,3,33,Medium
356,34,Other,Low,3,Pizza,0,242,2,1,4,1,2,0.24,"Price is a concern, salads are usually costly.",Drive-Thru,1.23,1,In-store Promo,Yes,4,55,Low
357,49,Male,Medium,9,Sandwiches,1,214,2,5,3,2,2,0.93,Would love a combo with salad instead of fries.,Takeaway Counter,4.13,5,Online Ads,Yes,1,67,Medium
358,29,Female,High,4,None,0,171,3,5,1,4,3,0.42,I'd switch some visits to a salad if it's affordable.,Drive-Thru,4.2,2,Social Media,Yes,4,58,Medium
359,35,Other,Medium,6,Burgers,0,358,3,5,5,2,2,0.22,I'd love a fresh salad option on the menu.,Online Order/App,1.68,1,Social Media,Yes,5,48,Low
360,34,Male,Low,7,Burgers,1,218,4,4,2,1,3,0.72,Healthy options would make me visit more often.,Delivery App,3.71,3,Online Ads,Yes,1,47,Medium
361,49,Female,High,8,Pizza,1,269,4,5,4,4,1,0.67,I'd love a fresh salad option on the menu.,Takeaway Counter,1.77,4,TV,No,2,63,Medium
362,59,Other,Low,8,Sandwiches,1,344,3,5,3,2,5,0.92,Convenience matters more to me than health.,Online Order/App,2.89,5,Social Media,No,5,13,Medium
363,44,Male,Medium,10,None,1,251,1,5,4,2,2,0.87,Convenience matters more to me than health.,Drive-Thru,0.51,3,Word of Mouth,No,4,96,Medium
364,57,Female,Low,3,Fried Chicken,1,293,5,3,4,5,1,0.95,I'd love a fresh salad option on the menu.,Delivery App,0.67,2,In-store Promo,Yes,4,84,High
365,56,Other,Medium,10,None,0,272,4,5,2,1,2,0.44,Not sure if a salad fits a fast food place.,Drive-Thru,3.51,2,Social Media,Yes,2,83,Low
366,58,Other,Low,5,None,0,255,1,5,4,4,4,0.62,I'd love a fresh salad option on the menu.,Delivery App,2.97,2,Word of Mouth,No,4,6,Low
367,24,Other,High,7,Sandwiches,0,323,5,4,1,4,4,0.05,Healthy options would make me visit more often.,Takeaway Counter,3.0,5,In-store Promo,Yes,1,67,Low
368,54,Female,Medium,5,Fries/Sides Only,1,255,4,2,4,4,1,0.65,"Price is a concern, salads are usually costly.",Online Order/App,3.66,4,Word of Mouth,Yes,5,28,Medium
369,39,Other,High,8,Fried Chicken,0,329,4,5,3,4,2,0.39,I'd switch some visits to a salad if it's affordable.,Dine-In,1.48,1,In-store Promo,Yes,2,20,Medium
370,24,Female,High,8,Pizza,1,295,1,4,2,2,5,0.95,I'd love a fresh salad option on the menu.,Drive-Thru,1.75,1,Online Ads,Yes,5,28,Medium
371,39,Female,High,9,Pizza,0,363,5,4,1,4,4,0.44,Not sure if a salad fits a fast food place.,Drive-Thru,3.93,5,Social Media,No,1,64,Low
372,58,Male,High,6,Fried Chicken,0,310,5,2,2,3,3,0.42,"Price is a concern, salads are usually costly.",Drive-Thru,4.26,4,In-store Promo,No,1,31,High
373,48,Female,Low,3,Burgers,1,287,4,2,2,5,4,0.93,Great idea if the portions are filling enough.,Dine-In,4.03,4,In-store Promo,No,5,87,Low
374,19,Female,Low,1,Fries/Sides Only,0,317,1,2,2,4,1,0.45,Convenience matters more to me than health.,Drive-Thru,3.33,2,Online Ads,Yes,5,37,Medium
375,53,Female,Medium,6,Pizza,1,224,5,3,4,4,2,0.77,Worried a salad won't taste as good as your burgers.,Takeaway Counter,3.96,4,Word of Mouth,No,4,99,Low
376,37,Male,Low,6,Sandwiches,0,316,2,3,2,1,5,0.4,Worried a salad won't taste as good as your burgers.,Online Order/App,2.65,2,Social Media,Yes,5,75,Low
377,37,Other,Medium,9,Burgers,0,360,3,4,1,1,4,0.38,"I usually come here for indulgent food, not salads.",Takeaway Counter,3.71,4,Word of Mouth,No,5,72,Medium
378,58,Other,Medium,10,Fried Chicken,1,257,5,4,5,2,1,0.69,Would try it if there are good dressing options.,Takeaway Counter,2.95,3,In-store Promo,Yes,4,52,Low
379,21,Female,High,8,Fried Chicken,1,258,5,3,4,3,5,0.95,Healthy options would make me visit more often.,Delivery App,4.98,4,In-store Promo,No,2,64,Low
380,47,Male,High,9,None,1,331,4,3,5,3,1,0.92,I'd switch some visits to a salad if it's affordable.,Delivery App,0.64,3,Online Ads,Yes,5,19,Low
381,37,Female,Low,8,Burgers,0,212,5,2,3,3,2,0.63,"Price is a concern, salads are usually costly.",Delivery App,0.11,5,Word of Mouth,Yes,1,53,Medium
382,37,Other,Medium,6,None,1,335,5,4,4,4,4,0.88,"Price is a concern, salads are usually costly.",Online Order/App,0.54,5,Online Ads,Yes,2,50,Low
383,20,Other,High,5,Fries/Sides Only,1,193,1,2,3,5,1,0.68,Packaging needs to keep it fresh till I get home.,Takeaway Counter,0.52,5,Online Ads,No,1,72,Medium
384,48,Other,High,2,Fries/Sides Only,0,172,1,2,5,4,1,0.44,Worried a salad won't taste as good as your burgers.,Takeaway Counter,1.67,5,Social Media,Yes,1,43,Medium
385,44,Male,High,6,Sandwiches,1,191,1,3,2,3,1,0.79,"Price is a concern, salads are usually costly.",Online Order/App,4.77,2,Social Media,No,3,23,Low
386,21,Female,Medium,6,Fried Chicken,1,233,4,5,1,2,2,0.7,I'd switch some visits to a salad if it's affordable.,Takeaway Counter,1.26,5,Online Ads,Yes,1,34,Low
387,47,Other,Medium,8,Burgers,1,231,1,4,1,2,5,0.95,Packaging needs to keep it fresh till I get home.,Dine-In,1.59,4,In-store Promo,Yes,5,26,Medium
388,27,Female,Medium,3,None,1,335,5,3,4,5,3,0.76,Packaging needs to keep it fresh till I get home.,Dine-In,0.1,4,Word of Mouth,No,4,44,High
389,31,Other,High,5,Burgers,1,267,1,3,1,2,5,0.94,"I usually come here for indulgent food, not salads.",Delivery App,1.13,5,Word of Mouth,No,3,81,Low
390,46,Female,Low,6,Pizza,1,360,3,5,1,5,4,0.84,I'd love a fresh salad option on the menu.,Drive-Thru,3.4,4,Online Ads,No,4,97,Low
391,23,Other,Medium,9,Burgers,0,355,4,4,4,5,3,0.36,Convenience matters more to me than health.,Dine-In,4.21,1,Social Media,Yes,2,56,Low
392,19,Female,Medium,6,Fried Chicken,1,291,3,4,4,3,1,0.72,"I usually come here for indulgent food, not salads.",Delivery App,4.53,5,TV,Yes,4,14,High
393,54,Other,Medium,9,Fried Chicken,1,305,5,4,2,1,2,0.86,"I usually come here for indulgent food, not salads.",Takeaway Counter,4.29,5,Word of Mouth,Yes,1,88,Medium
394,57,Female,Medium,8,Burgers,0,312,1,5,4,3,1,0.35,Packaging needs to keep it fresh till I get home.,Takeaway Counter,2.39,3,Online Ads,No,2,6,Low
395,44,Other,Medium,1,Sandwiches,1,144,5,3,2,4,1,0.29,Great idea if the portions are filling enough.,Dine-In,0.91,3,Social Media,No,1,3,Medium
396,19,Other,High,6,None,1,190,2,5,3,5,2,0.75,Not sure if a salad fits a fast food place.,Takeaway Counter,3.14,1,In-store Promo,No,1,7,High
397,42,Female,High,2,None,1,320,4,4,4,1,1,0.81,Packaging needs to keep it fresh till I get home.,Drive-Thru,2.84,3,In-store Promo,Yes,5,96,Medium
398,56,Other,Medium,8,Sandwiches,1,270,5,4,1,4,5,0.77,Would try it if there are good dressing options.,Takeaway Counter,1.04,1,Social Media,No,1,75,Medium
399,30,Other,Low,9,Pizza,1,288,5,4,1,1,2,0.92,"I usually come here for indulgent food, not salads.",Takeaway Counter,2.24,3,Word of Mouth,No,5,99,Low
400,48,Female,Medium,5,Pizza,0,264,2,5,5,1,4,0.46,Would try it if there are good dressing options.,Dine-In,4.88,2,Social Media,Yes,4,88,Medium
401,47,Other,Medium,10,Wraps,0,323,4,5,1,4,2,0.56,I'd love a fresh salad option on the menu.,Dine-In,3.5,4,Online Ads,Yes,4,94,Medium
402,39,Other,Medium,7,Fried Chicken,0,177,1,4,1,2,3,0.46,Healthy options would make me visit more often.,Dine-In,3.19,3,Social Media,No,2,25,Low
403,32,Female,Medium,6,None,0,204,1,4,1,1,2,0.52,Convenience matters more to me than health.,Drive-Thru,1.76,2,Word of Mouth,Yes,3,47,Medium
404,51,Other,High,2,Burgers,1,321,2,3,3,3,5,0.88,Convenience matters more to me than health.,Dine-In,4.61,5,Online Ads,Yes,5,37,Medium
405,38,Male,Low,5,None,1,262,5,4,1,4,5,0.73,Not sure if a salad fits a fast food place.,Dine-In,2.59,5,Word of Mouth,Yes,4,22,Low
406,41,Other,Medium,8,Sandwiches,1,264,5,4,2,4,2,0.78,Convenience matters more to me than health.,Dine-In,1.6,4,Online Ads,Yes,3,32,Medium
407,26,Male,Low,9,Pizza,1,200,5,4,4,4,4,0.77,Would try it if there are good dressing options.,Delivery App,1.65,4,Social Media,Yes,2,33,Medium
408,40,Male,Low,9,Wraps,1,208,3,5,1,3,1,0.85,Worried a salad won't taste as good as your burgers.,Dine-In,1.74,3,Word of Mouth,Yes,3,24,Medium
409,26,Other,Medium,5,Burgers,0,216,3,4,4,5,1,0.25,Healthy options would make me visit more often.,Takeaway Counter,4.95,2,In-store Promo,Yes,2,60,Low
410,55,Other,High,8,Pizza,0,247,2,2,4,2,4,0.61,Healthy options would make me visit more often.,Takeaway Counter,0.25,2,Online Ads,No,3,94,Low
411,60,Female,Low,7,Sandwiches,0,257,5,4,5,1,2,0.63,"Price is a concern, salads are usually costly.",Online Order/App,2.88,5,Online Ads,No,4,48,Low
412,43,Male,Medium,4,Sandwiches,1,266,4,3,2,1,5,0.68,"Price is a concern, salads are usually costly.",Drive-Thru,4.15,5,In-store Promo,Yes,2,8,High
413,42,Female,Low,5,Fries/Sides Only,0,251,3,3,4,4,2,0.39,Not sure if a salad fits a fast food place.,Dine-In,2.73,4,Social Media,Yes,2,16,High
414,37,Female,High,8,Fried Chicken,1,372,5,5,4,3,2,0.95,I'd love a fresh salad option on the menu.,Dine-In,2.28,4,Online Ads,No,5,42,High
415,49,Female,Medium,1,Fries/Sides Only,1,257,4,1,3,4,5,0.95,"Price is a concern, salads are usually costly.",Delivery App,1.32,5,In-store Promo,Yes,2,89,Medium
416,43,Other,High,4,None,1,329,5,3,2,4,4,0.95,Worried a salad won't taste as good as your burgers.,Drive-Thru,4.98,1,Social Media,Yes,3,52,Medium
417,34,Male,Medium,8,Burgers,1,323,4,3,2,4,1,0.95,I'd love a fresh salad option on the menu.,Online Order/App,0.66,2,Word of Mouth,No,4,62,Medium
418,23,Other,Medium,8,Fried Chicken,1,240,2,4,1,2,3,0.89,Not sure if a salad fits a fast food place.,Takeaway Counter,3.73,2,Social Media,No,1,86,Low
419,46,Female,Low,1,Fries/Sides Only,0,216,1,3,1,4,3,0.09,Healthy options would make me visit more often.,Drive-Thru,3.03,1,In-store Promo,No,2,47,High
420,30,Male,Low,1,Burgers,0,166,1,3,2,2,1,0.62,Convenience matters more to me than health.,Takeaway Counter,0.63,3,Word of Mouth,No,2,79,Low
421,52,Female,High,2,Fried Chicken,1,207,2,4,1,4,2,0.76,Healthy options would make me visit more often.,Dine-In,0.42,3,Online Ads,Yes,1,27,Medium
422,56,Female,High,2,Fries/Sides Only,0,334,5,4,5,3,4,0.67,Packaging needs to keep it fresh till I get home.,Dine-In,1.73,3,In-store Promo,Yes,1,77,High
423,46,Female,Medium,4,Wraps,0,350,2,5,1,3,2,0.41,Would love a combo with salad instead of fries.,Delivery App,3.81,5,Social Media,Yes,3,63,Low
424,27,Female,Low,1,Fried Chicken,0,248,4,2,3,3,1,0.19,Worried a salad won't taste as good as your burgers.,Delivery App,3.28,3,Social Media,Yes,3,43,Low
425,52,Male,High,4,None,0,296,5,4,2,4,1,0.25,Not sure if a salad fits a fast food place.,Delivery App,0.44,2,Social Media,No,2,26,Low
426,29,Other,Medium,4,Fried Chicken,0,237,4,3,2,4,2,0.6,I'd switch some visits to a salad if it's affordable.,Dine-In,1.59,5,In-store Promo,No,2,34,High
427,48,Male,High,6,Sandwiches,1,262,4,2,2,4,1,0.81,Convenience matters more to me than health.,Delivery App,4.28,3,Online Ads,Yes,5,93,Low
428,42,Female,Low,5,Sandwiches,0,256,3,4,2,2,1,0.53,I'd love a fresh salad option on the menu.,Takeaway Counter,3.68,3,In-store Promo,Yes,4,50,High
429,41,Female,Medium,10,Burgers,1,208,1,4,2,4,3,0.95,Would love a combo with salad instead of fries.,Online Order/App,2.6,4,Word of Mouth,No,4,54,Medium
430,33,Female,Low,6,Fries/Sides Only,0,174,2,4,2,3,2,0.58,I'd switch some visits to a salad if it's affordable.,Takeaway Counter,4.76,2,Social Media,Yes,1,82,Medium
431,42,Female,Medium,2,Wraps,0,311,2,3,3,5,5,0.24,Packaging needs to keep it fresh till I get home.,Delivery App,2.97,4,Social Media,Yes,5,99,Medium
432,27,Female,Medium,7,Fries/Sides Only,1,373,4,4,4,5,4,0.84,Packaging needs to keep it fresh till I get home.,Online Order/App,3.69,2,TV,Yes,2,25,Medium
433,50,Male,Medium,4,Fried Chicken,1,302,2,3,4,4,5,0.95,Not sure if a salad fits a fast food place.,Dine-In,0.49,1,In-store Promo,Yes,1,43,Low
434,33,Female,Medium,2,Burgers,1,286,1,2,1,1,2,0.51,Worried a salad won't taste as good as your burgers.,Drive-Thru,1.94,5,Word of Mouth,No,4,96,Low
435,45,Female,Medium,6,Pizza,0,356,4,4,3,3,1,0.46,I'd love a fresh salad option on the menu.,Delivery App,4.37,4,TV,Yes,1,67,Low
436,33,Female,Medium,8,Wraps,1,222,3,5,1,3,4,0.87,Great idea if the portions are filling enough.,Takeaway Counter,2.47,5,Social Media,Yes,4,84,High
437,24,Other,Medium,10,Fried Chicken,1,374,5,5,1,2,4,0.67,Not sure if a salad fits a fast food place.,Online Order/App,4.18,5,In-store Promo,Yes,4,14,Medium
438,52,Male,Low,3,None,0,284,1,1,2,3,4,0.45,"I usually come here for indulgent food, not salads.",Dine-In,3.62,4,Social Media,No,5,81,Medium
439,23,Other,Low,4,Wraps,0,272,3,2,4,5,4,0.55,Great idea if the portions are filling enough.,Dine-In,1.37,3,Social Media,Yes,3,94,Medium
440,30,Other,High,10,Pizza,1,263,4,5,1,5,5,0.9,Great idea if the portions are filling enough.,Delivery App,4.9,3,Word of Mouth,No,2,66,Medium
441,55,Male,Low,1,Wraps,0,191,3,3,4,2,5,0.17,"I usually come here for indulgent food, not salads.",Dine-In,3.76,1,Online Ads,Yes,5,88,Low
442,54,Female,Medium,4,Sandwiches,1,345,1,4,2,2,1,0.76,"Price is a concern, salads are usually costly.",Delivery App,3.66,3,TV,No,5,50,Low
443,48,Female,High,7,Burgers,1,233,2,4,1,2,3,0.66,I'd switch some visits to a salad if it's affordable.,Drive-Thru,4.26,3,In-store Promo,No,5,17,Medium
444,48,Female,High,4,Fried Chicken,0,191,1,2,1,2,4,0.6,Convenience matters more to me than health.,Dine-In,4.64,1,Word of Mouth,No,2,6,Low
445,50,Other,Low,7,Fried Chicken,0,257,1,5,3,5,2,0.54,Packaging needs to keep it fresh till I get home.,Delivery App,3.9,1,In-store Promo,No,4,35,Medium
446,46,Female,Low,2,Burgers,1,264,5,3,5,4,3,0.94,Would love a combo with salad instead of fries.,Drive-Thru,3.99,2,In-store Promo,Yes,4,38,Medium
447,24,Female,Low,9,Fried Chicken,1,332,4,4,5,4,1,0.82,Worried a salad won't taste as good as your burgers.,Takeaway Counter,2.74,1,TV,No,1,23,High
448,29,Male,Medium,6,Burgers,1,283,2,4,1,1,1,0.88,Worried a salad won't taste as good as your burgers.,Online Order/App,1.88,5,TV,Yes,1,31,Low
449,51,Female,Medium,8,Fried Chicken,1,323,5,5,5,5,5,0.59,Great idea if the portions are filling enough.,Drive-Thru,3.35,1,TV,Yes,2,38,High
450,31,Male,Medium,4,Wraps,1,178,5,2,3,4,2,0.87,Convenience matters more to me than health.,Delivery App,0.51,3,In-store Promo,No,2,68,Low
451,58,Other,Low,4,Fries/Sides Only,1,283,5,2,2,3,4,0.68,Convenience matters more to me than health.,Drive-Thru,4.82,2,Social Media,Yes,5,14,Medium
452,44,Male,Low,2,Pizza,0,292,2,3,1,1,4,0.26,Great idea if the portions are filling enough.,Delivery App,4.76,1,TV,Yes,3,75,High
453,49,Male,Medium,10,None,1,254,1,5,4,2,3,0.84,Would love a combo with salad instead of fries.,Takeaway Counter,2.8,4,In-store Promo,No,3,1,Medium
454,27,Other,Low,7,Wraps,0,187,3,4,5,4,4,0.33,"Price is a concern, salads are usually costly.",Delivery App,4.93,4,Online Ads,Yes,4,66,High
455,32,Female,Medium,2,Pizza,0,199,1,2,2,1,2,0.3,I'd switch some visits to a salad if it's affordable.,Drive-Thru,0.51,3,Online Ads,No,1,54,Medium
456,26,Female,Medium,9,Fries/Sides Only,1,195,2,5,4,5,3,0.75,Great idea if the portions are filling enough.,Takeaway Counter,3.45,1,Online Ads,Yes,2,86,High
457,51,Male,Low,6,None,1,239,1,3,3,1,3,0.89,Packaging needs to keep it fresh till I get home.,Dine-In,4.18,1,Word of Mouth,Yes,3,33,Low
458,58,Other,Medium,5,Fries/Sides Only,0,339,4,5,1,3,1,0.22,I'd switch some visits to a salad if it's affordable.,Delivery App,1.71,3,Social Media,Yes,2,51,Low
459,24,Female,Medium,2,Wraps,0,167,1,3,3,2,4,0.33,Convenience matters more to me than health.,Online Order/App,1.57,4,TV,Yes,3,13,High
460,60,Female,Low,6,Fries/Sides Only,1,240,2,4,2,4,4,0.9,Would love a combo with salad instead of fries.,Online Order/App,4.51,2,TV,No,3,15,Medium
461,53,Female,High,3,Pizza,0,300,4,1,4,2,1,0.36,Not sure if a salad fits a fast food place.,Drive-Thru,0.72,3,Online Ads,Yes,2,6,Medium
462,39,Female,High,1,Sandwiches,0,184,1,2,2,5,2,0.21,Great idea if the portions are filling enough.,Online Order/App,3.86,3,TV,No,4,25,Medium
463,24,Other,Medium,10,Fried Chicken,1,371,2,5,1,3,2,0.95,"Price is a concern, salads are usually costly.",Delivery App,0.19,2,Social Media,No,4,52,Medium
464,58,Male,Low,7,Sandwiches,1,261,1,4,3,3,4,0.95,Great idea if the portions are filling enough.,Online Order/App,4.49,2,Social Media,Yes,3,27,Low
465,35,Other,Low,3,Pizza,0,217,3,4,5,2,3,0.5,Would try it if there are good dressing options.,Online Order/App,3.74,5,Online Ads,No,2,83,Low
466,55,Female,Low,2,Fried Chicken,0,256,1,1,2,2,4,0.17,Not sure if a salad fits a fast food place.,Drive-Thru,4.71,5,Word of Mouth,Yes,4,97,Low
467,27,Male,Low,7,Wraps,0,354,5,5,4,1,4,0.39,Not sure if a salad fits a fast food place.,Delivery App,2.15,5,Social Media,Yes,3,89,High
468,36,Male,High,1,None,0,166,4,1,5,1,2,0.33,Healthy options would make me visit more often.,Takeaway Counter,1.98,4,In-store Promo,No,2,23,Low
469,54,Male,Medium,1,None,0,229,5,2,3,3,5,0.61,Not sure if a salad fits a fast food place.,Dine-In,1.2,5,TV,Yes,2,35,High
470,35,Male,Medium,4,None,1,175,3,1,3,1,5,0.48,"I usually come here for indulgent food, not salads.",Dine-In,2.1,5,Word of Mouth,Yes,1,80,High
471,40,Male,Medium,5,Fried Chicken,1,163,5,5,4,3,5,0.95,Worried a salad won't taste as good as your burgers.,Dine-In,4.1,2,Word of Mouth,Yes,5,80,High
472,43,Male,Medium,7,Pizza,1,272,4,4,2,2,5,0.93,Healthy options would make me visit more often.,Dine-In,3.27,1,Word of Mouth,Yes,2,50,Medium
473,30,Male,Low,7,Fried Chicken,1,305,4,5,1,5,1,0.95,Convenience matters more to me than health.,Delivery App,0.2,1,Social Media,Yes,1,34,Low
474,58,Other,Low,1,None,1,275,3,3,2,4,5,0.67,Healthy options would make me visit more often.,Dine-In,1.61,4,TV,Yes,5,88,Low
475,52,Male,Low,1,Burgers,0,149,4,4,1,2,4,0.58,Convenience matters more to me than health.,Dine-In,1.83,3,TV,No,4,87,High
476,25,Female,Low,2,Fried Chicken,1,327,3,3,3,1,1,0.8,I'd switch some visits to a salad if it's affordable.,Dine-In,0.97,5,Word of Mouth,No,4,19,High
477,37,Other,High,6,Burgers,1,268,3,5,1,1,2,0.71,Packaging needs to keep it fresh till I get home.,Dine-In,1.67,4,In-store Promo,No,4,8,Low
478,45,Other,Low,2,Pizza,0,172,4,2,4,4,5,0.48,Packaging needs to keep it fresh till I get home.,Online Order/App,0.78,2,In-store Promo,Yes,4,68,Medium
479,52,Other,High,7,Burgers,0,260,5,4,2,1,2,0.17,Would try it if there are good dressing options.,Drive-Thru,1.1,1,Word of Mouth,No,2,14,Low
480,40,Female,High,3,Pizza,0,311,5,5,2,2,2,0.3,I'd love a fresh salad option on the menu.,Dine-In,0.67,2,In-store Promo,No,4,47,Low
481,24,Other,Medium,8,None,1,216,2,4,1,1,5,0.91,Convenience matters more to me than health.,Dine-In,3.85,4,TV,No,3,60,Medium
482,39,Female,High,1,Pizza,1,140,1,2,2,1,4,0.66,Convenience matters more to me than health.,Delivery App,2.82,3,Online Ads,Yes,2,54,High
483,35,Male,Medium,3,Fries/Sides Only,1,268,2,1,5,5,1,0.93,Would love a combo with salad instead of fries.,Delivery App,2.44,4,In-store Promo,Yes,3,82,Medium
484,35,Male,Low,6,Wraps,0,235,2,4,1,2,5,0.6,I'd love a fresh salad option on the menu.,Online Order/App,1.02,2,Social Media,Yes,1,72,Medium
485,54,Female,Low,6,Burgers,0,170,3,4,5,2,3,0.05,Convenience matters more to me than health.,Online Order/App,4.87,1,Word of Mouth,Yes,5,12,Medium
486,27,Male,Medium,7,Sandwiches,0,346,3,5,1,1,2,0.63,Great idea if the portions are filling enough.,Dine-In,3.87,2,Online Ads,Yes,5,83,Medium
487,39,Female,High,6,Pizza,1,339,4,5,4,2,2,0.88,I'd switch some visits to a salad if it's affordable.,Takeaway Counter,0.47,2,Online Ads,No,4,12,High
488,27,Female,Medium,2,Sandwiches,1,199,3,3,3,3,1,0.84,Not sure if a salad fits a fast food place.,Dine-In,3.58,4,Word of Mouth,No,3,97,High
489,59,Male,High,10,Sandwiches,1,372,4,4,2,4,3,0.95,Worried a salad won't taste as good as your burgers.,Takeaway Counter,4.77,3,Social Media,No,5,57,Low
490,20,Other,High,1,Fries/Sides Only,0,268,5,4,3,4,2,0.33,I'd switch some visits to a salad if it's affordable.,Delivery App,4.28,2,In-store Promo,No,1,44,Medium
491,59,Other,High,8,Burgers,1,330,4,4,3,1,3,0.76,Would try it if there are good dressing options.,Takeaway Counter,2.48,4,Social Media,Yes,1,69,Low
492,48,Male,Medium,6,Wraps,1,288,4,5,4,4,2,0.92,I'd love a fresh salad option on the menu.,Dine-In,4.35,4,Word of Mouth,Yes,2,10,Low
493,35,Female,Low,8,None,1,227,3,5,4,3,3,0.91,"Price is a concern, salads are usually costly.",Dine-In,1.81,4,In-store Promo,Yes,2,89,Medium
494,54,Female,High,9,None,0,232,5,4,3,1,2,0.39,Healthy options would make me visit more often.,Dine-In,2.55,3,Social Media,No,4,33,Medium
495,18,Female,High,3,Fries/Sides Only,0,338,1,5,2,4,5,0.42,"Price is a concern, salads are usually costly.",Takeaway Counter,1.95,3,TV,No,5,1,Low
496,41,Male,Low,5,Wraps,0,185,4,3,4,3,3,0.27,Worried a salad won't taste as good as your burgers.,Delivery App,2.66,3,Social Media,No,4,54,Low
497,53,Other,Low,7,Sandwiches,1,308,4,3,1,1,1,0.67,Not sure if a salad fits a fast food place.,Drive-Thru,3.12,4,Social Media,Yes,5,69,Low
498,46,Other,Medium,1,Fries/Sides Only,0,212,2,3,1,2,4,0.13,Not sure if a salad fits a fast food place.,Online Order/App,4.84,4,In-store Promo,No,4,0,High
499,32,Other,Low,5,Pizza,0,319,4,3,4,1,1,0.39,I'd love a fresh salad option on the menu.,Dine-In,3.97,5,Online Ads,Yes,2,73,High
